student_id,student_name,course_id
BT2025039,Aditya Sharma,C17
BT2025040,Ishika Patel,C1
BT2025040,Ishika Patel,C2
BT2025040,Ishika Patel,C3
BT2025040,Ishika Patel,C17
BT2025041,Riya Sharma,C1
BT2025041,Riya Sharma,C2
BT2025041,Riya Sharma,C3
BT2025041,Riya Sharma,C17
BT2025042,Kiara Malhotra,C1
BT2025042,Kiara Malhotra,C2
BT2025042,Kiara Malhotra,C3
BT2025042,Kiara Malhotra,C17
BT2025043,Sai Iyer,C1
BT2025043,Sai Iyer,C2
BT2025043,Sai Iyer,C3
BT2025043,Sai Iyer,C17
BT2025044,Reyansh Mehta,C1
BT2025044,Reyansh Mehta,C2
BT2025044,Reyansh Mehta,C3
BT2025044,Reyansh Mehta,C17
BT2025045,Riya Patel,C1
BT2025045,Riya Patel,C2
BT2025045,Riya Patel,C3
BT2025045,Riya Patel,C17
BT2025046,Arjun Verma,C1
BT2025046,Arjun Verma,C2
BT2025046,Arjun Verma,C3
BT2025046,Arjun Verma,C17
BT2025047,Vivaan Joshi,C1
BT2025047,Vivaan Joshi,C2
BT2025047,Vivaan Joshi,C3
BT2025047,Vivaan Joshi,C17
BT2025048,Vihaan Joshi,C1
BT2025048,Vihaan Joshi,C2
BT2025048,Vihaan Joshi,C3
BT2025048,Vihaan Joshi,C17
BT2025049,Shruti Kaur,C1
BT2025049,Shruti Kaur,C2
BT2025049,Shruti Kaur,C3
BT2025049,Shruti Kaur,C17
BT2025050,Aditya Sharma,C1
BT2025050,Aditya Sharma,C2
BT2025050,Aditya Sharma,C3
BT2025050,Aditya Sharma,C17
BT2025051,Ayan Malhotra,C1
BT2025051,Ayan Malhotra,C2
BT2025051,Ayan Malhotra,C3
BT2025051,Ayan Malhotra,C17
BT2025052,Manav Das,C1
BT2025052,Manav Das,C2
BT2025052,Manav Das,C3
BT2025052,Manav Das,C17
BT2025053,Neha Saxena,C1
BT2025053,Neha Saxena,C2
BT2025053,Neha Saxena,C3
BT2025053,Neha Saxena,C17
BT2025054,Shruti Joshi,C1
BT2025054,Shruti Joshi,C2
BT2025054,Shruti Joshi,C3
BT2025054,Shruti Joshi,C17
BT2025055,Simran Rao,C1
BT2025055,Simran Rao,C2
BT2025055,Simran Rao,C3
BT2025055,Simran Rao,C17
BT2025056,Ananya Mehta,C1
BT2025056,Ananya Mehta,C2
BT2025056,Ananya Mehta,C3
BT2025056,Ananya Mehta,C17
BT2025057,Ananya Singh,C1
BT2025057,Ananya Singh,C2
BT2025057,Ananya Singh,C3
BT2025057,Ananya Singh,C17
BT2025058,Reyansh Verma,C1
BT2025058,Reyansh Verma,C2
BT2025058,Reyansh Verma,C3
BT2025058,Reyansh Verma,C17
BT2025059,Sai Iyer,C1
BT2025059,Sai Iyer,C2
BT2025059,Sai Iyer,C3
BT2025059,Sai Iyer,C17
BT2025060,Sai Sharma,C1
BT2025060,Sai Sharma,C2
BT2025060,Sai Sharma,C3
BT2025060,Sai Sharma,C17
IMT202501001,Kiara Kaur,C4
IMT202501001,Kiara Kaur,C5
IMT202501001,Kiara Kaur,C6
IMT202501002,Arjun Nair,C4
IMT202501002,Arjun Nair,C5
IMT202501002,Arjun Nair,C6
IMT202501003,Aadhya Reddy,C4
IMT202501003,Aadhya Reddy,C5
IMT202501003,Aadhya Reddy,C6
IMT202501004,Simran Reddy,C4
IMT202501004,Simran Reddy,C5
IMT202501004,Simran Reddy,C6
IMT202501005,Riya Gupta,C4
IMT202501005,Riya Gupta,C5
IMT202501005,Riya Gupta,C6
IMT202501006,Simran Bhat,C4
IMT202501006,Simran Bhat,C5
IMT202501006,Simran Bhat,C6
IMT202501007,Ayan Jha,C4
IMT202501007,Ayan Jha,C5
IMT202501007,Ayan Jha,C6
IMT202501008,Ritika Sharma,C4
IMT202501008,Ritika Sharma,C5
IMT202501008,Ritika Sharma,C6
IMT202501009,Rohan Das,C4
IMT202501009,Rohan Das,C5
IMT202501009,Rohan Das,C6
IMT202501010,Rohan Malhotra,C4
IMT202501010,Rohan Malhotra,C5
IMT202501010,Rohan Malhotra,C6
IMT202501011,Vivaan Iyer,C4
IMT202501011,Vivaan Iyer,C5
IMT202501011,Vivaan Iyer,C6
IMT202501012,Vivaan Gupta,C4
IMT202501012,Vivaan Gupta,C5
IMT202501012,Vivaan Gupta,C6
IMT202501013,Saanvi Saxena,C4
IMT202501013,Saanvi Saxena,C5
IMT202501013,Saanvi Saxena,C6
IMT202501014,Ishika Jha,C4
IMT202501014,Ishika Jha,C5
IMT202501014,Ishika Jha,C6
IMT202501015,Nisha Sharma,C4
IMT202501015,Nisha Sharma,C5
IMT202501015,Nisha Sharma,C6
IMT202501016,Riya Rao,C4
IMT202501016,Riya Rao,C5
IMT202501016,Riya Rao,C6
IMT202501017,Vihaan Malhotra,C4
IMT202501017,Vihaan Malhotra,C5
IMT202501017,Vihaan Malhotra,C6
IMT202501018,Ritika Patel,C4
IMT202501018,Ritika Patel,C5
IMT202501018,Ritika Patel,C6
IMT202501019,Shruti Patel,C4
IMT202501019,Shruti Patel,C5
IMT202501019,Shruti Patel,C6
IMT202501020,Ishika Sharma,C4
IMT202501020,Ishika Sharma,C5
IMT202501020,Ishika Sharma,C6
IMT202501021,Shruti Bhat,C4
IMT202501021,Shruti Bhat,C5
IMT202501021,Shruti Bhat,C6
IMT202501022,Ira Deshmukh,C4
IMT202501022,Ira Deshmukh,C5
IMT202501022,Ira Deshmukh,C6
IMT202501023,Arjun Joshi,C4
IMT202501023,Arjun Joshi,C5
IMT202501023,Arjun Joshi,C6
IMT202501024,Riya Rao,C4
IMT202501024,Riya Rao,C5
IMT202501024,Riya Rao,C6
IMT202501025,Rohan Kaur,C4
IMT202501025,Rohan Kaur,C5
IMT202501025,Rohan Kaur,C6
IMT202501026,Neha Patel,C4
IMT202501026,Neha Patel,C5
IMT202501026,Neha Patel,C6
IMT202501027,Aadhya Mehta,C4
IMT202501027,Aadhya Mehta,C5
IMT202501027,Aadhya Mehta,C6
IMT202501028,Rohan Jha,C4
IMT202501028,Rohan Jha,C5
IMT202501028,Rohan Jha,C6
IMT202501029,Ayan Singh,C4
IMT202501029,Ayan Singh,C5
IMT202501029,Ayan Singh,C6
IMT202501030,Ira Singh,C4
IMT202501030,Ira Singh,C5
IMT202501030,Ira Singh,C6
BT202502001,Rohan Nair,C13
BT202502001,Rohan Nair,C15
BT202502001,Rohan Nair,C12
BT202502001,Rohan Nair,C7
BT202502002,Aditya Nair,C12
BT202502002,Aditya Nair,C13
BT202502002,Aditya Nair,C10
BT202502003,Aadhya Gupta,C14
BT202502003,Aadhya Gupta,C15
BT202502003,Aadhya Gupta,C11
BT202502004,Ira Nair,C15
BT202502004,Ira Nair,C8
BT202502004,Ira Nair,C14
BT202502005,Aditya Mehta,C7
BT202502005,Aditya Mehta,C15
BT202502005,Aditya Mehta,C13
BT202502006,Kiara Verma,C12
BT202502006,Kiara Verma,C16
BT202502006,Kiara Verma,C13
BT202502007,Ananya Sharma,C15
BT202502007,Ananya Sharma,C9
BT202502007,Ananya Sharma,C13
BT202502008,Pooja Kaur,C8
BT202502008,Pooja Kaur,C16
BT202502008,Pooja Kaur,C7
BT202502009,Aadhya Saxena,C12
BT202502009,Aadhya Saxena,C14
BT202502009,Aadhya Saxena,C7
BT202502010,Reyansh Reddy,C13
BT202502010,Reyansh Reddy,C8
BT202502010,Reyansh Reddy,C15
BT202502010,Reyansh Reddy,C10
BT202502011,Ayan Jha,C15
BT202502011,Ayan Jha,C9
BT202502011,Ayan Jha,C14
BT202502011,Ayan Jha,C16
BT202502012,Shruti Rao,C13
BT202502012,Shruti Rao,C11
BT202502012,Shruti Rao,C8
BT202502013,Vivaan Deshmukh,C16
BT202502013,Vivaan Deshmukh,C12
BT202502013,Vivaan Deshmukh,C9
BT202502014,Ritika Bhat,C16
BT202502014,Ritika Bhat,C13
BT202502014,Ritika Bhat,C8
BT202502014,Ritika Bhat,C11
BT202502015,Nisha Reddy,C14
BT202502015,Nisha Reddy,C16
BT202502015,Nisha Reddy,C10
BT202502016,Ayan Iyer,C12
BT202502016,Ayan Iyer,C10
BT202502016,Ayan Iyer,C15
BT202502017,Ayan Patel,C11
BT202502017,Ayan Patel,C15
BT202502017,Ayan Patel,C7
BT202502018,Reyansh Bhat,C13
BT202502018,Reyansh Bhat,C16
BT202502018,Reyansh Bhat,C8
BT202502019,Vihaan Saxena,C15
BT202502019,Vihaan Saxena,C13
BT202502019,Vihaan Saxena,C12
BT202502019,Vihaan Saxena,C11
BT202502020,Vihaan Gupta,C12
BT202502020,Vihaan Gupta,C7
BT202502020,Vihaan Gupta,C9
BT202502020,Vihaan Gupta,C8
