student_id,student_name,course_id
BT202501028,Ishaan Nair,C1
BT202501028,Ishaan Nair,C2
BT202501028,Ishaan Nair,C3
BT202501028,Ishaan Nair,C101
BT202501029,Shruti Sharma,C1
BT202501029,Shruti Sharma,C2
BT202501029,Shruti Sharma,C3
BT202501029,Shruti Sharma,C101
BT202501030,Aadhya Verma,C1
BT202501030,Aadhya Verma,C2
BT202501030,Aadhya Verma,C3
BT202501030,Aadhya Verma,C101
BT202501031,Vihaan Deshmukh,C1
BT202501031,Vihaan Deshmukh,C2
BT202501031,Vihaan Deshmukh,C3
BT202501031,Vihaan Deshmukh,C101
BT202501032,Vivaan Das,C1
BT202501032,Vivaan Das,C2
BT202501032,Vivaan Das,C3
BT202501032,Vivaan Das,C101
BT202501033,Ishika Mehta,C1
BT202501033,Ishika Mehta,C2
BT202501033,Ishika Mehta,C3
BT202501033,Ishika Mehta,C101
BT202501034,Karan Sharma,C1
BT202501034,Karan Sharma,C2
BT202501034,Karan Sharma,C3
BT202501034,Karan Sharma,C101
BT202501035,Ananya Rao,C1
BT202501035,Ananya Rao,C2
BT202501035,Ananya Rao,C3
BT202501035,Ananya Rao,C101
BT202501036,Ira Malhotra,C1
BT202501036,Ira Malhotra,C2
BT202501036,Ira Malhotra,C3
BT202501036,Ira Malhotra,C101
BT202501037,Simran Joshi,C1
BT202501037,Simran Joshi,C2
BT202501037,Simran Joshi,C3
BT202501037,Simran Joshi,C101
BT202501038,Kiara Nair,C1
BT202501038,Kiara Nair,C2
BT202501038,Kiara Nair,C3
BT202501038,Kiara Nair,C101
BT202501039,Ritika Jha,C1
BT202501039,Ritika Jha,C2
BT202501039,Ritika Jha,C3
BT202501039,Ritika Jha,C101
BT202501040,Ira Iyer,C1
BT202501040,Ira Iyer,C2
BT202501040,Ira Iyer,C3
BT202501040,Ira Iyer,C101
BT202501041,Ishika Joshi,C1
BT202501041,Ishika Joshi,C2
BT202501041,Ishika Joshi,C3
BT202501041,Ishika Joshi,C101
BT202501042,Diya Reddy,C1
BT202501042,Diya Reddy,C2
BT202501042,Diya Reddy,C3
BT202501042,Diya Reddy,C101
BT202501043,Manav Jha,C1
BT202501043,Manav Jha,C2
BT202501043,Manav Jha,C3
BT202501043,Manav Jha,C101
BT202501044,Ritika Jha,C1
BT202501044,Ritika Jha,C2
BT202501044,Ritika Jha,C3
BT202501044,Ritika Jha,C101
BT202501045,Shruti Gupta,C1
BT202501045,Shruti Gupta,C2
BT202501045,Shruti Gupta,C3
BT202501045,Shruti Gupta,C101
BT202501046,Ishaan Patel,C1
BT202501046,Ishaan Patel,C2
BT202501046,Ishaan Patel,C3
BT202501046,Ishaan Patel,C101
BT202501047,Aadhya Sharma,C1
BT202501047,Aadhya Sharma,C2
BT202501047,Aadhya Sharma,C3
BT202501047,Aadhya Sharma,C101
BT202501048,Simran Verma,C1
BT202501048,Simran Verma,C2
BT202501048,Simran Verma,C3
BT202501048,Simran Verma,C101
BT202501049,Pooja Kaur,C1
BT202501049,Pooja Kaur,C2
BT202501049,Pooja Kaur,C3
BT202501049,Pooja Kaur,C101
BT202501050,Vihaan Bhat,C1
BT202501050,Vihaan Bhat,C2
BT202501050,Vihaan Bhat,C3
BT202501050,Vihaan Bhat,C101
BT202501051,Riya Iyer,C1
BT202501051,Riya Iyer,C2
BT202501051,Riya Iyer,C3
BT202501051,Riya Iyer,C101
BT202501052,Aadhya Sharma,C1
BT202501052,Aadhya Sharma,C2
BT202501052,Aadhya Sharma,C3
BT202501052,Aadhya Sharma,C101
BT202501053,Rohan Sharma,C1
BT202501053,Rohan Sharma,C2
BT202501053,Rohan Sharma,C3
BT202501053,Rohan Sharma,C101
BT202501054,Ira Joshi,C1
BT202501054,Ira Joshi,C2
BT202501054,Ira Joshi,C3
BT202501054,Ira Joshi,C101
BT202501055,Aadhya Joshi,C1
BT202501055,Aadhya Joshi,C2
BT202501055,Aadhya Joshi,C3
BT202501055,Aadhya Joshi,C101
BT202501056,Vivaan Joshi,C1
BT202501056,Vivaan Joshi,C2
BT202501056,Vivaan Joshi,C3
BT202501056,Vivaan Joshi,C101
BT202501057,Reyansh Joshi,C1
BT202501057,Reyansh Joshi,C2
BT202501057,Reyansh Joshi,C3
BT202501057,Reyansh Joshi,C101
BT202501058,Sai Kaur,C1
BT202501058,Sai Kaur,C2
BT202501058,Sai Kaur,C3
BT202501058,Sai Kaur,C101
BT202501059,Pooja Gupta,C1
BT202501059,Pooja Gupta,C2
BT202501059,Pooja Gupta,C3
BT202501059,Pooja Gupta,C101
BT202501060,Rohan Joshi,C1
BT202501060,Rohan Joshi,C2
BT202501060,Rohan Joshi,C3
BT202501060,Rohan Joshi,C101
IMT202501001,Ritika Bhat,C4
IMT202501001,Ritika Bhat,C5
IMT202501001,Ritika Bhat,C6
IMT202501001,Ritika Bhat,C201
IMT202501002,Shruti Rao,C4
IMT202501002,Shruti Rao,C5
IMT202501002,Shruti Rao,C6
IMT202501002,Shruti Rao,C201
IMT202501003,Krishna Patel,C4
IMT202501003,Krishna Patel,C5
IMT202501003,Krishna Patel,C6
IMT202501003,Krishna Patel,C201
IMT202501004,Riya Kaur,C4
IMT202501004,Riya Kaur,C5
IMT202501004,Riya Kaur,C6
IMT202501004,Riya Kaur,C201
IMT202501005,Shruti Verma,C4
IMT202501005,Shruti Verma,C5
IMT202501005,Shruti Verma,C6
IMT202501005,Shruti Verma,C201
IMT202501006,Ritika Deshmukh,C4
IMT202501006,Ritika Deshmukh,C5
IMT202501006,Ritika Deshmukh,C6
IMT202501006,Ritika Deshmukh,C201
IMT202501007,Krishna Reddy,C4
IMT202501007,Krishna Reddy,C5
IMT202501007,Krishna Reddy,C6
IMT202501007,Krishna Reddy,C201
IMT202501008,Ananya Malhotra,C4
IMT202501008,Ananya Malhotra,C5
IMT202501008,Ananya Malhotra,C6
IMT202501008,Ananya Malhotra,C201
IMT202501009,Manav Rao,C4
IMT202501009,Manav Rao,C5
IMT202501009,Manav Rao,C6
IMT202501009,Manav Rao,C201
IMT202501010,Aditya Reddy,C4
IMT202501010,Aditya Reddy,C5
IMT202501010,Aditya Reddy,C6
IMT202501010,Aditya Reddy,C201
IMT202501011,Nisha Nair,C4
IMT202501011,Nisha Nair,C5
IMT202501011,Nisha Nair,C6
IMT202501011,Nisha Nair,C201
IMT202501012,Aarav Jha,C4
IMT202501012,Aarav Jha,C5
IMT202501012,Aarav Jha,C6
IMT202501012,Aarav Jha,C201
IMT202501013,Ira Singh,C4
IMT202501013,Ira Singh,C5
IMT202501013,Ira Singh,C6
IMT202501013,Ira Singh,C201
IMT202501014,Reyansh Verma,C4
IMT202501014,Reyansh Verma,C5
IMT202501014,Reyansh Verma,C6
IMT202501014,Reyansh Verma,C201
IMT202501015,Ishaan Sharma,C4
IMT202501015,Ishaan Sharma,C5
IMT202501015,Ishaan Sharma,C6
IMT202501015,Ishaan Sharma,C201
IMT202501016,Reyansh Das,C4
IMT202501016,Reyansh Das,C5
IMT202501016,Reyansh Das,C6
IMT202501016,Reyansh Das,C201
IMT202501017,Ishaan Deshmukh,C4
IMT202501017,Ishaan Deshmukh,C5
IMT202501017,Ishaan Deshmukh,C6
IMT202501017,Ishaan Deshmukh,C201
IMT202501018,Reyansh Sharma,C4
IMT202501018,Reyansh Sharma,C5
IMT202501018,Reyansh Sharma,C6
IMT202501018,Reyansh Sharma,C201
IMT202501019,Kiara Iyer,C4
IMT202501019,Kiara Iyer,C5
IMT202501019,Kiara Iyer,C6
IMT202501019,Kiara Iyer,C201
IMT202501020,Nisha Deshmukh,C4
IMT202501020,Nisha Deshmukh,C5
IMT202501020,Nisha Deshmukh,C6
IMT202501020,Nisha Deshmukh,C201
IMT202501021,Ishaan Das,C4
IMT202501021,Ishaan Das,C5
IMT202501021,Ishaan Das,C6
IMT202501021,Ishaan Das,C201
IMT202501022,Saanvi Reddy,C4
IMT202501022,Saanvi Reddy,C5
IMT202501022,Saanvi Reddy,C6
IMT202501022,Saanvi Reddy,C201
IMT202501023,Nisha Verma,C4
IMT202501023,Nisha Verma,C5
IMT202501023,Nisha Verma,C6
IMT202501023,Nisha Verma,C201
IMT202501024,Ishika Das,C4
IMT202501024,Ishika Das,C5
IMT202501024,Ishika Das,C6
IMT202501024,Ishika Das,C201
IMT202501025,Sai Malhotra,C4
IMT202501025,Sai Malhotra,C5
IMT202501025,Sai Malhotra,C6
IMT202501025,Sai Malhotra,C201
IMT202501026,Karan Gupta,C4
IMT202501026,Karan Gupta,C5
IMT202501026,Karan Gupta,C6
IMT202501026,Karan Gupta,C201
IMT202501027,Krishna Jha,C4
IMT202501027,Krishna Jha,C5
IMT202501027,Krishna Jha,C6
IMT202501027,Krishna Jha,C201
IMT202501028,Aditya Iyer,C4
IMT202501028,Aditya Iyer,C5
IMT202501028,Aditya Iyer,C6
IMT202501028,Aditya Iyer,C201
IMT202501029,Riya Rao,C4
IMT202501029,Riya Rao,C5
IMT202501029,Riya Rao,C6
IMT202501029,Riya Rao,C201
IMT202501030,Manav Bhat,C4
IMT202501030,Manav Bhat,C5
IMT202501030,Manav Bhat,C6
IMT202501030,Manav Bhat,C201
BT202502001,Vihaan Joshi,C9
BT202502001,Vihaan Joshi,C15
BT202502001,Vihaan Joshi,C12
BT202502001,Vihaan Joshi,C13
BT202502002,Kiara Iyer,C12
BT202502002,Kiara Iyer,C8
BT202502002,Kiara Iyer,C7
BT202502003,Pooja Sharma,C12
BT202502003,Pooja Sharma,C8
BT202502003,Pooja Sharma,C10
BT202502004,Reyansh Kaur,C14
BT202502004,Reyansh Kaur,C11
BT202502004,Reyansh Kaur,C16
BT202502005,Manav Singh,C13
BT202502005,Manav Singh,C9
BT202502005,Manav Singh,C10
BT202502005,Manav Singh,C14
BT202502006,Karan Reddy,C9
BT202502006,Karan Reddy,C7
BT202502006,Karan Reddy,C8
BT202502006,Karan Reddy,C13
BT202502007,Kiara Saxena,C16
BT202502007,Kiara Saxena,C9
BT202502007,Kiara Saxena,C14
BT202502007,Kiara Saxena,C8
BT202502008,Diya Singh,C15
BT202502008,Diya Singh,C12
BT202502008,Diya Singh,C16
BT202502008,Diya Singh,C9
BT202502009,Krishna Deshmukh,C13
BT202502009,Krishna Deshmukh,C7
BT202502009,Krishna Deshmukh,C10
BT202502010,Krishna Nair,C12
BT202502010,Krishna Nair,C13
BT202502010,Krishna Nair,C15
BT202502011,Nisha Reddy,C15
BT202502011,Nisha Reddy,C14
BT202502011,Nisha Reddy,C8
BT202502012,Pooja Gupta,C16
BT202502012,Pooja Gupta,C11
BT202502012,Pooja Gupta,C14
BT202502012,Pooja Gupta,C7
BT202502013,Ishaan Iyer,C14
BT202502013,Ishaan Iyer,C15
BT202502013,Ishaan Iyer,C8
BT202502013,Ishaan Iyer,C12
BT202502014,Vihaan Patel,C7
BT202502014,Vihaan Patel,C14
BT202502014,Vihaan Patel,C15
BT202502014,Vihaan Patel,C12
BT202502015,Saanvi Deshmukh,C15
BT202502015,Saanvi Deshmukh,C16
BT202502015,Saanvi Deshmukh,C9
BT202502015,Saanvi Deshmukh,C8
BT202502016,Ishaan Mehta,C9
BT202502016,Ishaan Mehta,C15
BT202502016,Ishaan Mehta,C10
BT202502017,Ritika Patel,C13
BT202502017,Ritika Patel,C7
BT202502017,Ritika Patel,C14
BT202502018,Aadhya Saxena,C10
BT202502018,Aadhya Saxena,C9
BT202502018,Aadhya Saxena,C11
BT202502019,Reyansh Reddy,C8
BT202502019,Reyansh Reddy,C14
BT202502019,Reyansh Reddy,C10
BT202502019,Reyansh Reddy,C7
BT202502020,Manav Mehta,C11
BT202502020,Manav Mehta,C16
BT202502020,Manav Mehta,C13
BT202502020,Manav Mehta,C10
